Fecha,Producto,Cantidad_Vendida,Precio_Unitario,Categoria_Producto,Sucursal,ID_Cliente,ID_Vendedor,Tipo_Cliente,Metodo_Pago,Total_Ventas
2020-06-17,Sombrero,6,20,Ropa,Norte,1700,040010,Minorista,Tarjeta de Crédito,120
2020-08-13,Cómoda,9,300,Muebles,Sur,1098,010014,Minorista,Efectivo,2700
2022-08-17,Proyector,1,600,Electrónica,Centro,1002,050015,Mayorista,Tarjeta de Crédito,600
2023-08-03,Café,1,2,Bebidas,Centro,1729,010002,Mayorista,Efectivo,2
2023-01-24,Batería portátil,7,30,Electrónica,Centro,1056,050011,Mayorista,Tarjeta de Crédito,210
2022-02-14,Fantasía,6,10,Libros,Sur,1532,040002,Mayorista,Efectivo,60
2023-07-20,Cuna,9,300,Muebles,Oeste,1279,040003,Minorista,Transferencia Bancaria,2700
2020-10-15,Carne,3,8,Alimentos,Oeste,1466,020002,Minorista,Tarjeta de Crédito,24
2020-01-18,Banco,5,100,Muebles,Sur,1193,010011,Minorista,Efectivo,500
2021-07-10,Cocina,6,30,Libros,Este,1420,010007,Mayorista,Tarjeta de Crédito,180
2020-09-20,Guantes,1,10,Ropa,Sur,1003,010005,Mayorista,Transferencia Bancaria,10
2020-07-18,Impresora,4,150,Electrónica,Centro,1965,040004,Mayorista,Transferencia Bancaria,600
2022-12-17,Cerveza,7,3,Bebidas,Este,1412,050008,Mayorista,Tarjeta de Crédito,21
2023-10-27,Reproductor de DVD,6,100,Electrónica,Este,1776,020006,Mayorista,Tarjeta de Crédito,600
2022-08-23,Armario,3,400,Muebles,Norte,1272,030006,Minorista,Transferencia Bancaria,1200
2023-03-24,Mesita de noche,4,50,Muebles,Centro,1774,040010,Mayorista,Transferencia Bancaria,200
2023-10-01,Refresco,2,2,Bebidas,Centro,1006,040004,Mayorista,Efectivo,4
2020-01-06,Café,1,7,Alimentos,Centro,1484,030007,Mayorista,Tarjeta de Crédito,7
2022-08-07,Azúcar,4,1,Alimentos,Centro,1279,010014,Minorista,Transferencia Bancaria,4
2021-09-21,Té,2,2,Bebidas,Norte,1075,050005,Minorista,Transferencia Bancaria,4
2023-05-27,Refresco,8,2,Bebidas,Centro,1525,010005,Minorista,Transferencia Bancaria,16
2021-09-29,Refresco,6,2,Bebidas,Este,1156,010007,Mayorista,Transferencia Bancaria,12
2022-09-13,Salsa,5,3,Alimentos,Sur,1495,010009,Minorista,Efectivo,15
2021-10-17,Tableta,1,250,Electrónica,Centro,1179,020010,Mayorista,Transferencia Bancaria,250
2021-09-02,Viajes,5,22,Libros,Centro,1534,050010,Mayorista,Transferencia Bancaria,110
2020-08-01,Negocios,5,20,Libros,Este,1824,040015,Mayorista,Efectivo,100
2023-08-09,Verduras,4,5,Alimentos,Norte,1947,050006,Mayorista,Tarjeta de Crédito,20
2023-11-16,Viajes,7,22,Libros,Sur,1320,020008,Mayorista,Tarjeta de Crédito,154
2022-07-24,Auriculares,1,50,Electrónica,Centro,1860,030012,Mayorista,Tarjeta de Crédito,50
2023-02-17,Smoothie,5,5,Bebidas,Oeste,1638,010009,Mayorista,Tarjeta de Crédito,25
2022-05-15,Aceite de oliva,6,5,Alimentos,Norte,1997,020011,Mayorista,Tarjeta de Crédito,30
2023-07-14,Smartwatch,8,200,Electrónica,Sur,1978,040010,Minorista,Transferencia Bancaria,1600
2020-05-13,Televisor,9,500,Electrónica,Oeste,1407,050007,Minorista,Transferencia Bancaria,4500
2020-07-10,Fantasía,2,10,Libros,Oeste,1921,030005,Minorista,Efectivo,20
2020-04-13,Armario,3,400,Muebles,Oeste,1712,020008,Minorista,Efectivo,1200
2022-11-26,Silla,8,50,Muebles,Oeste,1170,030010,Minorista,Transferencia Bancaria,400
2021-04-17,Sudadera,6,35,Ropa,Centro,1059,050015,Minorista,Efectivo,210
2020-01-24,Cerveza,5,3,Bebidas,Este,1977,010001,Mayorista,Transferencia Bancaria,15
2023-04-27,Coctel,2,8,Bebidas,Oeste,1732,020013,Mayorista,Transferencia Bancaria,16
2023-12-12,Armario,4,400,Muebles,Sur,1729,050009,Minorista,Tarjeta de Crédito,1600
2022-09-17,Huevos,1,1,Alimentos,Este,1723,010014,Minorista,Transferencia Bancaria,1
2020-03-13,Romance,9,18,Libros,Oeste,1430,010001,Minorista,Efectivo,162
2020-04-15,Negocios,8,20,Libros,Este,1822,010002,Mayorista,Tarjeta de Crédito,160
2021-07-03,Laptop,6,800,Electrónica,Norte,1936,040009,Mayorista,Transferencia Bancaria,4800
2023-03-15,Azúcar,2,1,Alimentos,Este,1943,040004,Minorista,Tarjeta de Crédito,2
2021-01-05,Soda,7,2,Bebidas,Este,1111,040014,Mayorista,Efectivo,14
2023-09-01,Salsa,8,3,Alimentos,Norte,1626,020013,Minorista,Transferencia Bancaria,24
2021-01-30,Pasta,3,2,Alimentos,Este,1485,040005,Mayorista,Transferencia Bancaria,6
2020-10-25,Historia,2,20,Libros,Oeste,1251,030009,Minorista,Tarjeta de Crédito,40
2021-05-22,Sal,6,1,Alimentos,Este,1947,050011,Mayorista,Transferencia Bancaria,6
2021-05-22,Sal,5,1,Alimentos,Sur,1692,010001,Minorista,Transferencia Bancaria,5
2020-02-10,Té,2,2,Bebidas,Centro,1982,030004,Mayorista,Tarjeta de Crédito,4
2023-09-01,Bufanda,4,15,Ropa,Norte,1524,050006,Minorista,Transferencia Bancaria,60
2021-12-24,Sal,1,1,Alimentos,Sur,1292,020003,Mayorista,Transferencia Bancaria,1
2021-01-26,Negocios,2,20,Libros,Sur,1518,050015,Mayorista,Tarjeta de Crédito,40
2021-07-27,Tocador,3,200,Muebles,Centro,1075,020002,Mayorista,Tarjeta de Crédito,600
2020-09-04,Cereal,2,4,Alimentos,Centro,1823,010004,Minorista,Tarjeta de Crédito,8
2022-02-20,Champán,1,50,Bebidas,Norte,1477,030002,Mayorista,Tarjeta de Crédito,50
2023-07-11,Whisky,8,30,Bebidas,Sur,1547,050011,Minorista,Efectivo,240
2022-12-19,Pan,6,2,Alimentos,Centro,1216,040012,Mayorista,Transferencia Bancaria,12
2022-12-06,Sombrero,1,20,Ropa,Sur,1566,020015,Minorista,Efectivo,20
2020-06-06,Cereal,9,4,Alimentos,Este,1713,020001,Minorista,Efectivo,36
2023-02-16,Sudadera,4,35,Ropa,Norte,1895,020012,Mayorista,Efectivo,140
2023-04-30,Romance,2,18,Libros,Este,1419,010003,Mayorista,Tarjeta de Crédito,36
2022-01-17,Guantes,6,10,Ropa,Oeste,1166,050010,Mayorista,Tarjeta de Crédito,60
2023-05-16,Smartwatch,7,200,Electrónica,Sur,1441,020015,Mayorista,Transferencia Bancaria,1400
2023-07-16,Reproductor de DVD,4,100,Electrónica,Sur,1195,030004,Mayorista,Tarjeta de Crédito,400
2021-01-08,Estantería,4,100,Muebles,Sur,1386,040012,Minorista,Transferencia Bancaria,400
2020-06-05,Router,4,80,Electrónica,Norte,1376,050008,Mayorista,Tarjeta de Crédito,320
2023-11-21,Arroz,8,3,Alimentos,Oeste,1293,020011,Mayorista,Tarjeta de Crédito,24
2020-01-20,Té,6,2,Bebidas,Norte,1007,050015,Minorista,Tarjeta de Crédito,12
2023-08-31,Arte,9,25,Libros,Centro,1300,050014,Mayorista,Tarjeta de Crédito,225
2020-04-29,Router,3,80,Electrónica,Sur,1634,020012,Mayorista,Efectivo,240
2021-06-26,Auriculares,1,50,Electrónica,Norte,1584,020011,Mayorista,Tarjeta de Crédito,50
2022-02-04,Biografía,1,20,Libros,Oeste,1870,020013,Minorista,Efectivo,20
2022-08-28,Huevos,3,1,Alimentos,Este,1307,040007,Minorista,Transferencia Bancaria,3
2020-11-16,Silla,8,50,Muebles,Sur,1744,050004,Mayorista,Efectivo,400
2020-11-07,Whisky,4,30,Bebidas,Centro,1722,030014,Mayorista,Tarjeta de Crédito,120
2021-11-29,Vino,5,10,Bebidas,Norte,1311,050014,Mayorista,Tarjeta de Crédito,50
2020-07-28,Frutas,7,6,Alimentos,Oeste,1286,030014,Minorista,Efectivo,42
2022-02-03,Cuna,7,300,Muebles,Norte,1171,050001,Mayorista,Transferencia Bancaria,2100
2020-09-28,Sal,2,1,Alimentos,Este,1271,020012,Minorista,Tarjeta de Crédito,2
2023-03-03,Carne,1,8,Alimentos,Este,1669,040001,Minorista,Tarjeta de Crédito,8
2022-09-26,Guantes,1,10,Ropa,Este,1383,040014,Minorista,Tarjeta de Crédito,10
2021-07-13,Router,8,80,Electrónica,Este,1598,010015,Mayorista,Efectivo,640
2022-06-25,Lámpara,1,30,Muebles,Centro,1908,050014,Mayorista,Tarjeta de Crédito,30
2021-06-07,Cómoda,1,300,Muebles,Centro,1664,020003,Minorista,Transferencia Bancaria,300
2023-09-19,Altavoces,4,80,Electrónica,Norte,1974,040003,Mayorista,Tarjeta de Crédito,320
2023-04-20,Whisky,5,30,Bebidas,Centro,1583,050002,Mayorista,Tarjeta de Crédito,150
2021-11-02,Aceite de oliva,2,5,Alimentos,Oeste,1644,040008,Minorista,Transferencia Bancaria,10
2022-07-19,Auriculares,8,50,Electrónica,Norte,1414,040001,Minorista,Efectivo,400
2022-05-12,Fantasía,4,10,Libros,Sur,1434,040002,Mayorista,Tarjeta de Crédito,40
2022-04-05,Biografía,5,20,Libros,Oeste,1530,050009,Mayorista,Efectivo,100
2022-11-28,Banco,1,100,Muebles,Sur,1750,010007,Mayorista,Transferencia Bancaria,100
2023-01-31,Arroz,8,3,Alimentos,Este,1351,050008,Minorista,Transferencia Bancaria,24
2022-02-03,Proyector,6,600,Electrónica,Este,1677,010003,Minorista,Efectivo,3600
2021-07-24,Sudadera,1,35,Ropa,Sur,1229,030002,Mayorista,Transferencia Bancaria,35
2021-02-24,Bufanda,7,15,Ropa,Este,1144,020006,Minorista,Transferencia Bancaria,105
2021-01-26,Cómoda,8,300,Muebles,Norte,1678,050012,Mayorista,Transferencia Bancaria,2400
2020-10-07,Fantasía,7,10,Libros,Oeste,1634,030002,Minorista,Transferencia Bancaria,70
2023-07-20,Romance,2,18,Libros,Este,1860,040006,Mayorista,Tarjeta de Crédito,36
2020-11-20,Sal,6,1,Alimentos,Sur,1466,040009,Mayorista,Transferencia Bancaria,6
2022-03-23,Corbata,5,15,Ropa,Sur,1448,030012,Minorista,Tarjeta de Crédito,75
2020-01-12,Televisor,9,500,Electrónica,Norte,1827,010012,Minorista,Tarjeta de Crédito,4500
2022-12-03,Teléfono,8,300,Electrónica,Oeste,1032,040005,Mayorista,Efectivo,2400
2021-02-23,Laptop,1,800,Electrónica,Centro,1847,050008,Mayorista,Efectivo,800
2020-12-19,Energizante,9,3,Bebidas,Norte,1756,050009,Minorista,Efectivo,27
2020-12-20,Champán,9,50,Bebidas,Sur,1830,020009,Minorista,Tarjeta de Crédito,450
2020-10-31,Carne,6,8,Alimentos,Oeste,1849,050004,Mayorista,Efectivo,48
2023-12-24,Azúcar,8,1,Alimentos,Oeste,1279,030011,Mayorista,Tarjeta de Crédito,8
2021-08-23,Reproductor de DVD,9,100,Electrónica,Sur,1779,040014,Minorista,Transferencia Bancaria,900
2021-05-10,Cuna,9,300,Muebles,Este,1007,040003,Minorista,Transferencia Bancaria,2700
2022-03-30,Impresora,2,150,Electrónica,Este,1297,010007,Minorista,Transferencia Bancaria,300
2020-03-13,Falda,7,30,Ropa,Este,1743,030001,Mayorista,Transferencia Bancaria,210
2020-11-05,Pasta,8,2,Alimentos,Este,1173,010002,Mayorista,Transferencia Bancaria,16
2020-06-25,Auriculares,6,50,Electrónica,Sur,1174,010015,Minorista,Transferencia Bancaria,300
2022-01-30,Arroz,5,3,Alimentos,Sur,1295,050007,Mayorista,Tarjeta de Crédito,15
2021-03-26,Viajes,2,22,Libros,Este,1072,030009,Mayorista,Efectivo,44
2021-12-14,Espejo,7,40,Muebles,Oeste,1526,050013,Mayorista,Transferencia Bancaria,280
2021-10-04,Sofá,2,500,Muebles,Centro,1917,050001,Minorista,Efectivo,1000
2021-10-17,Proyector,4,600,Electrónica,Oeste,1583,050001,Minorista,Efectivo,2400
2020-01-06,Romance,3,18,Libros,Sur,1139,030004,Minorista,Tarjeta de Crédito,54
2022-10-16,Corbata,6,15,Ropa,Este,1835,020002,Mayorista,Transferencia Bancaria,90
2022-11-19,Jugo de frutas,7,3,Bebidas,Oeste,1178,030008,Minorista,Transferencia Bancaria,21
2020-05-25,Tableta,7,250,Electrónica,Sur,1832,050006,Minorista,Transferencia Bancaria,1750
2022-03-14,Impresora,3,150,Electrónica,Este,1647,030007,Mayorista,Efectivo,450
2020-06-22,Proyector,9,600,Electrónica,Oeste,1646,020011,Mayorista,Tarjeta de Crédito,5400
2021-10-24,Soda,5,2,Bebidas,Sur,1301,020006,Mayorista,Efectivo,10
2023-01-10,Lámpara,3,30,Muebles,Centro,1812,010013,Mayorista,Efectivo,90
2022-11-26,Pescado,1,10,Alimentos,Norte,1337,020007,Minorista,Efectivo,10
2022-08-09,Cámara,9,400,Electrónica,Oeste,1249,020010,Minorista,Efectivo,3600
2022-10-30,Laptop,5,800,Electrónica,Oeste,1389,010012,Mayorista,Efectivo,4000
2021-10-13,Camisa,3,30,Ropa,Norte,1671,040002,Minorista,Efectivo,90
2021-02-15,Agua embotellada,8,1,Bebidas,Norte,1064,030011,Mayorista,Transferencia Bancaria,8
2021-12-17,Energizante,6,3,Bebidas,Sur,1067,020002,Minorista,Tarjeta de Crédito,18
2022-03-20,Autoayuda,6,15,Libros,Sur,1991,040007,Mayorista,Efectivo,90
2021-01-16,Sofá,7,500,Muebles,Este,1895,020001,Minorista,Tarjeta de Crédito,3500
2023-02-01,Proyector,3,600,Electrónica,Norte,1793,040010,Minorista,Transferencia Bancaria,1800
2020-09-15,Infantil,8,8,Libros,Oeste,1957,020010,Minorista,Tarjeta de Crédito,64
2023-09-01,Arte,7,25,Libros,Norte,1040,050009,Minorista,Transferencia Bancaria,175
2022-07-19,Viajes,1,22,Libros,Centro,1013,040007,Mayorista,Tarjeta de Crédito,22
2022-01-10,Frutas,9,6,Alimentos,Sur,1372,040011,Minorista,Transferencia Bancaria,54
2023-07-12,Consola de videojuegos,9,400,Electrónica,Sur,1371,020008,Minorista,Tarjeta de Crédito,3600
2022-04-09,Viajes,5,22,Libros,Norte,1389,050001,Mayorista,Efectivo,110
2021-02-09,Ron,1,25,Bebidas,Norte,1569,030014,Minorista,Transferencia Bancaria,25
2023-09-01,Chaquetas,9,60,Ropa,Sur,1760,010005,Mayorista,Efectivo,540
2020-10-19,Leche,9,3,Alimentos,Sur,1073,050004,Mayorista,Tarjeta de Crédito,27
2022-08-22,Proyector,8,600,Electrónica,Oeste,1886,020002,Minorista,Transferencia Bancaria,4800
2022-07-05,Agua embotellada,2,1,Bebidas,Sur,1229,010001,Minorista,Tarjeta de Crédito,2
2023-05-29,Cerveza,3,3,Bebidas,Sur,1618,050008,Minorista,Transferencia Bancaria,9
2021-07-10,Negocios,8,20,Libros,Centro,1589,020003,Mayorista,Efectivo,160
2021-07-25,Huevos,7,1,Alimentos,Este,1803,040015,Mayorista,Efectivo,7
2020-06-07,Soda,9,2,Bebidas,Este,1500,030003,Minorista,Transferencia Bancaria,18
2023-03-22,Pescado,8,10,Alimentos,Oeste,1385,020010,Minorista,Efectivo,80
2022-05-29,Vestido,1,50,Ropa,Norte,1681,050011,Minorista,Tarjeta de Crédito,50
2021-12-29,Té,4,2,Bebidas,Sur,1033,050004,Mayorista,Efectivo,8
2021-01-07,Mesita de noche,1,50,Muebles,Centro,1765,040014,Minorista,Transferencia Bancaria,50
2022-06-07,Reproductor de DVD,2,100,Electrónica,Sur,1098,030009,Mayorista,Transferencia Bancaria,200
2021-09-05,Cuna,7,300,Muebles,Sur,1266,020005,Mayorista,Tarjeta de Crédito,2100
2022-01-06,Pijama,8,25,Ropa,Oeste,1562,030007,Minorista,Transferencia Bancaria,200
2023-03-14,Café,9,2,Bebidas,Norte,1108,050003,Mayorista,Tarjeta de Crédito,18
2020-07-19,Micrófono,8,70,Electrónica,Oeste,1504,030002,Minorista,Tarjeta de Crédito,560
2020-06-04,Arte,7,25,Libros,Sur,1348,050011,Minorista,Tarjeta de Crédito,175
2022-02-18,Fantasía,7,10,Libros,Norte,1020,020010,Mayorista,Efectivo,70
2020-12-25,Café,3,7,Alimentos,Sur,1437,040002,Minorista,Tarjeta de Crédito,21
2020-01-16,Negocios,1,20,Libros,Oeste,1259,030012,Minorista,Efectivo,20
2020-08-24,Energizante,8,3,Bebidas,Este,1663,030006,Mayorista,Tarjeta de Crédito,24
2021-08-30,Fantasía,8,10,Libros,Oeste,1043,020004,Minorista,Transferencia Bancaria,80
2020-05-16,Café,9,7,Alimentos,Este,1355,050015,Mayorista,Efectivo,63
2022-04-28,Cuna,5,300,Muebles,Sur,1581,030013,Mayorista,Transferencia Bancaria,1500
2020-12-06,Pasta,6,2,Alimentos,Centro,1697,020015,Minorista,Efectivo,12
2021-11-07,Micrófono,9,70,Electrónica,Centro,1812,030006,Minorista,Transferencia Bancaria,630
2022-02-06,Chaquetas,6,60,Ropa,Norte,1993,030007,Minorista,Transferencia Bancaria,360
2022-08-05,Espejo,2,40,Muebles,Este,1807,030015,Mayorista,Transferencia Bancaria,80
2022-10-10,Impresora,1,150,Electrónica,Este,1903,030014,Minorista,Tarjeta de Crédito,150
2023-09-24,Vestido,2,50,Ropa,Sur,1365,010011,Mayorista,Transferencia Bancaria,100
2021-05-14,Salsa,5,3,Alimentos,Oeste,1446,040010,Mayorista,Transferencia Bancaria,15
2021-02-22,Té,9,2,Bebidas,Norte,1515,010013,Mayorista,Efectivo,18
2021-11-01,Poesía,2,10,Libros,Norte,1743,010005,Mayorista,Efectivo,20
2022-12-23,Azúcar,1,1,Alimentos,Este,1474,050010,Mayorista,Tarjeta de Crédito,1
2020-12-04,Tableta,2,250,Electrónica,Este,1993,020013,Minorista,Transferencia Bancaria,500
2022-02-05,Whisky,4,30,Bebidas,Oeste,1159,020014,Mayorista,Tarjeta de Crédito,120
2022-04-29,Vestido,2,50,Ropa,Oeste,1750,050002,Mayorista,Tarjeta de Crédito,100
2023-02-12,Proyector,7,600,Electrónica,Centro,1456,030009,Mayorista,Tarjeta de Crédito,4200
2022-10-21,Bañador,1,45,Ropa,Norte,1784,050015,Minorista,Tarjeta de Crédito,45
2022-05-17,Silla,2,50,Muebles,Norte,1963,010015,Minorista,Transferencia Bancaria,100
2023-09-20,Cuna,8,300,Muebles,Sur,1861,050011,Minorista,Tarjeta de Crédito,2400
2022-01-03,Lámpara,8,30,Muebles,Norte,1407,020012,Mayorista,Tarjeta de Crédito,240
2022-09-28,Champán,7,50,Bebidas,Este,1132,020007,Mayorista,Tarjeta de Crédito,350
2020-04-01,Leche,1,3,Alimentos,Norte,1994,010002,Mayorista,Efectivo,3
2021-11-19,Cuna,2,300,Muebles,Sur,1498,010006,Minorista,Tarjeta de Crédito,600
2021-10-22,Salsa,9,3,Alimentos,Norte,1265,020010,Minorista,Transferencia Bancaria,27
2020-11-04,Proyector,8,600,Electrónica,Norte,1476,040011,Mayorista,Transferencia Bancaria,4800
2023-06-12,Auriculares,4,50,Electrónica,Sur,1104,050003,Minorista,Efectivo,200
2023-08-04,Vestido,3,50,Ropa,Sur,1240,030004,Mayorista,Efectivo,150
2020-02-25,Leche de almendras,5,4,Bebidas,Centro,1407,020015,Mayorista,Tarjeta de Crédito,20
2021-08-08,Té,6,2,Bebidas,Centro,1804,020013,Minorista,Efectivo,12
2020-05-17,Pan,4,2,Alimentos,Norte,1897,030001,Mayorista,Tarjeta de Crédito,8
2020-09-10,Verduras,9,5,Alimentos,Centro,1864,010013,Minorista,Transferencia Bancaria,45
2021-01-01,Champán,1,50,Bebidas,Norte,1717,040002,Minorista,Tarjeta de Crédito,50
2020-06-08,Chaquetas,3,60,Ropa,Centro,1486,040012,Mayorista,Tarjeta de Crédito,180
2021-09-16,Armario,7,400,Muebles,Este,1228,020012,Minorista,Efectivo,2800
2020-06-08,Azúcar,7,1,Alimentos,Sur,1300,020009,Mayorista,Tarjeta de Crédito,7
2020-03-07,Cuna,5,300,Muebles,Sur,1681,010006,Mayorista,Transferencia Bancaria,1500
2021-06-03,Pantalones,2,40,Ropa,Oeste,1290,030001,Mayorista,Efectivo,80
2020-04-25,Azúcar,3,1,Alimentos,Oeste,1672,050005,Minorista,Efectivo,3
2022-08-21,Micrófono,1,70,Electrónica,Sur,1010,030007,Mayorista,Transferencia Bancaria,70
2020-10-18,Biografía,1,20,Libros,Norte,1203,040007,Minorista,Transferencia Bancaria,20
2020-04-01,Estantería,6,100,Muebles,Norte,1419,030009,Mayorista,Transferencia Bancaria,600
2023-12-08,Huevos,5,1,Alimentos,Norte,1267,010013,Minorista,Tarjeta de Crédito,5
2023-03-22,Soda,4,2,Bebidas,Norte,1410,030006,Mayorista,Efectivo,8
2020-11-27,Cocina,6,30,Libros,Centro,1591,020007,Mayorista,Tarjeta de Crédito,180
2021-04-05,Cocina,1,30,Libros,Centro,1917,020014,Mayorista,Transferencia Bancaria,30
2020-07-17,Coctel,7,8,Bebidas,Oeste,1721,010001,Mayorista,Tarjeta de Crédito,56
2023-03-26,Sudadera,2,35,Ropa,Este,1948,020007,Mayorista,Transferencia Bancaria,70
2022-06-14,Tocador,2,200,Muebles,Norte,1647,030001,Minorista,Transferencia Bancaria,400
2022-01-13,Verduras,3,5,Alimentos,Norte,1804,030004,Mayorista,Transferencia Bancaria,15
2021-06-11,Infantil,1,8,Libros,Centro,1211,010013,Mayorista,Efectivo,8
2022-03-05,Pescado,2,10,Alimentos,Oeste,1181,030012,Minorista,Tarjeta de Crédito,20
2020-10-04,Chaquetas,4,60,Ropa,Oeste,1609,050012,Minorista,Transferencia Bancaria,240
2023-04-19,Jugo de frutas,3,3,Bebidas,Este,1231,030004,Mayorista,Efectivo,9
2022-12-12,Azúcar,6,1,Alimentos,Centro,1868,020014,Mayorista,Transferencia Bancaria,6
2023-08-20,Batería portátil,5,30,Electrónica,Sur,1255,040007,Minorista,Efectivo,150
2023-01-17,Fantasía,8,10,Libros,Oeste,1513,040015,Mayorista,Efectivo,80
2023-09-02,Arte,5,25,Libros,Oeste,1658,020002,Minorista,Tarjeta de Crédito,125
2021-01-13,Televisor,5,500,Electrónica,Norte,1950,030014,Mayorista,Efectivo,2500
2021-10-19,Bañador,2,45,Ropa,Oeste,1564,010004,Mayorista,Efectivo,90
2020-06-25,Poesía,1,10,Libros,Sur,1754,020010,Minorista,Transferencia Bancaria,10
2022-12-21,Misterio,3,14,Libros,Norte,1844,010006,Minorista,Transferencia Bancaria,42
2020-02-28,Coctel,4,8,Bebidas,Este,1520,010005,Minorista,Tarjeta de Crédito,32
2022-09-26,Teléfono,5,300,Electrónica,Oeste,1345,010015,Mayorista,Transferencia Bancaria,1500
2020-08-08,Bañador,3,45,Ropa,Este,1825,040005,Mayorista,Efectivo,135
2020-09-03,Banco,7,100,Muebles,Oeste,1548,010002,Mayorista,Tarjeta de Crédito,700
2022-12-22,Leche de almendras,2,4,Bebidas,Centro,1824,040009,Mayorista,Efectivo,8
2021-04-25,Whisky,2,30,Bebidas,Norte,1806,030005,Minorista,Transferencia Bancaria,60
2021-12-19,Sudadera,2,35,Ropa,Oeste,1374,010006,Mayorista,Tarjeta de Crédito,70
2020-01-19,Banco,5,100,Muebles,Norte,1861,010015,Mayorista,Tarjeta de Crédito,500
2021-01-24,Pantalones,7,40,Ropa,Este,1095,040012,Minorista,Transferencia Bancaria,280
2020-11-15,Banco,6,100,Muebles,Este,1168,040012,Minorista,Tarjeta de Crédito,600
2021-11-24,Fantasía,1,10,Libros,Sur,1159,040003,Minorista,Transferencia Bancaria,10
2023-01-10,Altavoces,2,80,Electrónica,Oeste,1755,030015,Minorista,Efectivo,160
2022-01-31,Mesa,3,200,Muebles,Este,1484,040011,Minorista,Transferencia Bancaria,600
2022-05-18,Leche de almendras,9,4,Bebidas,Norte,1093,020002,Minorista,Efectivo,36
2023-09-07,Leche,4,3,Alimentos,Oeste,1745,050010,Minorista,Transferencia Bancaria,12
2021-02-12,Armario,7,400,Muebles,Centro,1196,040008,Minorista,Efectivo,2800
2023-12-26,Espejo,8,40,Muebles,Oeste,1435,030006,Minorista,Tarjeta de Crédito,320
2021-12-17,Arte,3,25,Libros,Centro,1187,010003,Mayorista,Tarjeta de Crédito,75
2020-08-25,Sal,6,1,Alimentos,Centro,1084,020006,Minorista,Efectivo,6
2020-05-19,Negocios,1,20,Libros,Centro,1453,050005,Minorista,Tarjeta de Crédito,20
2023-05-12,Arroz,9,3,Alimentos,Norte,1037,010002,Mayorista,Tarjeta de Crédito,27
2020-03-21,Lámpara,2,30,Muebles,Centro,1557,040013,Mayorista,Transferencia Bancaria,60
2020-09-12,Carne,8,8,Alimentos,Norte,1441,050006,Minorista,Transferencia Bancaria,64
2023-10-31,Mesa de centro,8,80,Muebles,Sur,1331,010001,Minorista,Tarjeta de Crédito,640
2021-11-20,Lámpara,6,30,Muebles,Sur,1620,050003,Mayorista,Transferencia Bancaria,180
2023-05-09,Soda,2,2,Bebidas,Centro,1598,040011,Minorista,Tarjeta de Crédito,4
2020-09-13,Vino,2,10,Bebidas,Centro,1484,040004,Mayorista,Tarjeta de Crédito,20
2023-01-26,Aceite de oliva,4,5,Alimentos,Sur,1979,050002,Minorista,Tarjeta de Crédito,20
2022-07-18,Impresora,3,150,Electrónica,Este,1215,010010,Mayorista,Transferencia Bancaria,450
2023-07-09,Misterio,7,14,Libros,Este,1289,010009,Mayorista,Efectivo,98
2020-07-05,Proyector,8,600,Electrónica,Este,1499,030008,Minorista,Tarjeta de Crédito,4800
2022-02-24,Pescado,2,10,Alimentos,Centro,1667,010015,Minorista,Transferencia Bancaria,20
2023-01-30,Sudadera,7,35,Ropa,Oeste,1117,010006,Mayorista,Transferencia Bancaria,245
2020-08-20,Teléfono,8,300,Electrónica,Oeste,1576,020001,Minorista,Transferencia Bancaria,2400
2023-05-30,Novela,3,15,Libros,Este,1991,030011,Mayorista,Transferencia Bancaria,45
2023-05-13,Energizante,6,3,Bebidas,Norte,1152,040012,Minorista,Efectivo,18
2022-12-15,Altavoces,4,80,Electrónica,Oeste,1240,050009,Mayorista,Efectivo,320
2020-09-25,Whisky,3,30,Bebidas,Norte,1989,030009,Mayorista,Tarjeta de Crédito,90
2021-11-23,Chaquetas,2,60,Ropa,Sur,1595,040010,Minorista,Efectivo,120
2023-05-26,Salsa,2,3,Alimentos,Sur,1666,040003,Minorista,Efectivo,6
2021-10-30,Vino,8,10,Bebidas,Sur,1765,030002,Mayorista,Tarjeta de Crédito,80
2022-07-06,Pijama,3,25,Ropa,Este,1330,050007,Mayorista,Tarjeta de Crédito,75
2020-12-13,Armario,7,400,Muebles,Este,1809,040002,Mayorista,Tarjeta de Crédito,2800
2023-09-25,Mesa de centro,6,80,Muebles,Oeste,1266,040002,Mayorista,Tarjeta de Crédito,480
2021-11-10,Router,3,80,Electrónica,Este,1966,010014,Mayorista,Efectivo,240
2020-05-24,Pan,1,2,Alimentos,Sur,1756,040001,Mayorista,Efectivo,2
2020-03-09,Teléfono,7,300,Electrónica,Este,1237,050006,Minorista,Transferencia Bancaria,2100
2020-08-21,Cocina,8,30,Libros,Este,1623,030010,Minorista,Transferencia Bancaria,240
2020-06-20,Pasta,5,2,Alimentos,Este,1818,020005,Minorista,Tarjeta de Crédito,10
2023-06-30,Batería portátil,7,30,Electrónica,Este,1134,010001,Mayorista,Transferencia Bancaria,210
2021-07-02,Micrófono,6,70,Electrónica,Centro,1434,030002,Minorista,Efectivo,420
2020-08-12,Estantería,3,100,Muebles,Sur,1816,040006,Mayorista,Tarjeta de Crédito,300
2021-10-05,Escritorio,2,150,Muebles,Oeste,1993,030011,Mayorista,Transferencia Bancaria,300
