Genero,Nivel_Educativo,Area_Estudio,Promedio,Calificacion_Examen_Final,Participacion_Actividades_Extracurriculares,Horas_Estudio_Semanales,Calificacion_Satisfaccion_Curso,Nivel_Socioeconomico,Calificacion_Bienestar_Emocional,Asistencia_Clases,Calificacion_Habilidades_Sociales,Calificacion_Habilidades_Comunicacion,Fecha,Edad
Femenino,Universitario,Ciencias,10.25,52,Si,12,4,Alto,5,99,7,3,2017-10-19,22
Masculino,Secundaria,Artes,8.45,73,No,19,3,Alto,8,84,5,7,2016-10-15,16
Femenino,Universitario,Artes,12.48,97,No,23,3,Alto,9,81,2,9,2017-07-10,17
Masculino,Secundaria,Ciencias,9.14,70,Si,12,4,Alto,6,83,5,7,2017-12-28,13
Femenino,Universitario,Matematicas,18.72,74,Si,9,4,Alto,10,88,2,3,2015-04-10,21
Femenino,Secundaria,Matematicas,10.78,89,No,9,5,Medio,7,73,3,10,2016-08-30,15
Masculino,Secundaria,Matematicas,9.01,68,No,7,4,Alto,9,84,4,5,2017-01-03,13
Femenino,Universitario,Artes,10.98,84,Si,5,4,Medio,9,95,1,7,2017-05-08,17
Femenino,Secundaria,Matematicas,13.74,64,Si,13,5,Alto,8,86,3,9,2017-10-18,15
Femenino,Secundaria,Matematicas,14.24,96,Si,21,4,Medio,8,80,10,1,2016-05-04,12
Masculino,Primaria,Artes,15.59,51,No,10,3,Alto,9,70,5,3,2016-01-21,8
Femenino,Universitario,Artes,13.52,55,No,18,2,Bajo,6,72,4,10,2017-09-12,22
Masculino,Secundaria,Ciencias,14.72,62,No,27,5,Bajo,6,74,6,4,2017-02-03,13
Femenino,Secundaria,Artes,9.09,74,No,22,2,Alto,10,82,9,2,2017-04-12,13
Masculino,Primaria,Artes,10.8,77,Si,28,1,Medio,9,73,10,4,2015-05-05,11
Masculino,Primaria,Matematicas,13.46,92,Si,9,5,Alto,5,76,1,3,2016-08-27,11
Masculino,Universitario,Matematicas,10.31,68,No,17,2,Bajo,9,71,6,9,2015-06-09,19
Femenino,Secundaria,Matematicas,16.04,81,No,18,1,Medio,7,82,6,6,2015-01-05,13
Masculino,Primaria,Ciencias,16.55,66,No,29,2,Alto,9,79,9,8,2017-07-20,11
Masculino,Universitario,Artes,12.57,66,No,8,2,Bajo,6,86,3,1,2015-08-02,17
Masculino,Universitario,Matematicas,8.02,63,Si,11,4,Medio,6,97,4,2,2015-07-25,20
Masculino,Universitario,Matematicas,9.97,62,No,23,4,Bajo,9,72,1,1,2016-07-20,21
Masculino,Secundaria,Ciencias,19.74,72,Si,5,5,Medio,9,79,7,3,2015-05-26,13
Femenino,Universitario,Matematicas,16.97,87,Si,24,1,Bajo,7,89,4,8,2015-09-05,20
Femenino,Universitario,Artes,14.48,99,No,6,1,Bajo,7,83,6,2,2016-05-10,17
Masculino,Primaria,Ciencias,15.22,58,No,19,1,Medio,10,80,8,7,2015-01-29,6
Masculino,Universitario,Ciencias,18.31,71,No,7,5,Medio,6,74,10,8,2017-10-12,17
Femenino,Secundaria,Matematicas,12.25,51,No,23,4,Alto,8,97,7,3,2016-10-11,16
Masculino,Universitario,Artes,11.99,62,Si,25,5,Alto,10,82,7,8,2015-03-17,19
Femenino,Secundaria,Matematicas,17.78,55,No,13,5,Alto,5,89,10,1,2015-04-15,12
Masculino,Primaria,Artes,9.58,81,No,21,4,Medio,8,97,2,8,2017-02-02,10
Femenino,Universitario,Ciencias,13.2,88,Si,27,2,Medio,9,84,1,10,2015-01-10,22
Femenino,Universitario,Artes,17.61,78,No,21,1,Medio,9,89,4,2,2015-10-06,22
Femenino,Universitario,Matematicas,17.91,63,Si,24,4,Bajo,8,96,8,8,2017-05-28,24
Masculino,Universitario,Matematicas,16.8,70,Si,20,2,Bajo,9,87,6,9,2015-05-30,17
Femenino,Universitario,Artes,12.39,57,Si,21,2,Bajo,7,86,4,3,2016-10-19,21
Femenino,Secundaria,Matematicas,13.46,84,Si,25,2,Alto,8,94,9,10,2017-12-11,13
Femenino,Universitario,Ciencias,19.82,52,No,18,4,Alto,5,96,1,3,2016-02-07,22
Masculino,Universitario,Artes,12.19,59,Si,5,1,Bajo,10,85,9,6,2015-08-31,21
Femenino,Secundaria,Matematicas,8.9,59,Si,26,2,Bajo,10,84,6,6,2017-03-21,15
Femenino,Universitario,Ciencias,16.57,93,Si,9,2,Alto,6,81,8,4,2016-03-04,18
Femenino,Universitario,Matematicas,17.12,84,No,27,3,Alto,9,89,9,3,2016-11-13,17
Masculino,Primaria,Matematicas,9.36,66,Si,25,1,Alto,6,94,7,9,2015-04-05,6
Femenino,Universitario,Matematicas,9.11,52,No,21,3,Alto,6,91,6,1,2016-06-24,22
Femenino,Universitario,Matematicas,16.63,63,Si,24,4,Medio,8,99,4,4,2015-01-13,17
Femenino,Universitario,Artes,9.13,90,No,9,5,Medio,10,87,6,4,2015-06-09,19
Masculino,Primaria,Ciencias,14.94,61,Si,23,2,Alto,7,91,8,4,2017-09-01,6
Masculino,Secundaria,Artes,18.12,88,No,18,2,Medio,10,78,9,9,2015-08-14,14
Femenino,Secundaria,Ciencias,17.99,95,Si,5,2,Medio,8,82,10,7,2016-05-20,12
Femenino,Secundaria,Ciencias,13.79,95,No,23,3,Medio,9,93,8,9,2017-04-29,14
Femenino,Primaria,Ciencias,15.6,83,Si,22,1,Alto,9,92,2,7,2016-12-19,6
Masculino,Secundaria,Ciencias,12.26,80,Si,15,2,Medio,9,90,2,1,2015-01-24,15
Femenino,Secundaria,Matematicas,11.61,99,Si,25,5,Alto,8,87,8,8,2015-09-30,14
Masculino,Secundaria,Matematicas,14.01,80,No,19,5,Alto,6,80,3,10,2016-05-08,14
Femenino,Secundaria,Matematicas,11.96,77,Si,10,5,Bajo,6,79,7,3,2015-10-04,13
Masculino,Primaria,Artes,15.32,71,No,14,4,Medio,9,80,3,2,2016-07-12,8
Masculino,Universitario,Matematicas,11.08,81,No,18,3,Bajo,9,79,9,1,2015-10-11,21
Masculino,Universitario,Ciencias,14.63,89,No,18,5,Bajo,10,81,5,6,2015-05-04,21
Femenino,Universitario,Artes,17.21,58,No,15,4,Alto,6,80,9,7,2017-07-12,17
Masculino,Universitario,Artes,19.28,90,Si,7,4,Alto,5,92,4,4,2017-06-05,23
Femenino,Secundaria,Matematicas,15.61,94,Si,22,5,Alto,8,79,8,2,2016-12-30,16
Femenino,Universitario,Ciencias,11.56,78,No,11,1,Bajo,10,82,9,7,2015-11-23,18
Femenino,Secundaria,Ciencias,14.92,65,Si,5,4,Alto,6,97,8,2,2017-09-13,12
Femenino,Universitario,Matematicas,10.27,86,No,15,1,Bajo,8,71,6,8,2016-05-23,24
Masculino,Secundaria,Artes,11.13,60,Si,14,3,Medio,7,82,3,6,2015-12-31,14
Masculino,Universitario,Artes,9.6,73,Si,26,2,Medio,7,89,8,3,2016-03-19,17
Femenino,Secundaria,Ciencias,16.82,90,No,29,1,Medio,8,74,5,6,2015-01-26,15
Femenino,Primaria,Matematicas,15.32,74,No,8,5,Alto,5,96,4,3,2016-08-07,10
Masculino,Primaria,Artes,19.17,93,Si,9,1,Alto,8,72,5,1,2016-04-17,11
Femenino,Primaria,Matematicas,9.47,98,Si,11,4,Alto,8,91,5,2,2015-08-10,7
Femenino,Primaria,Artes,19.39,76,No,12,4,Bajo,6,95,8,8,2015-09-23,9
Masculino,Secundaria,Artes,15.11,93,Si,14,2,Alto,7,71,6,5,2016-02-09,13
Femenino,Primaria,Artes,16.1,73,Si,29,3,Bajo,6,72,6,10,2016-01-24,7
Femenino,Secundaria,Matematicas,15.9,67,No,25,5,Bajo,5,98,2,3,2015-04-28,14
Masculino,Secundaria,Artes,18.33,57,Si,5,1,Alto,8,85,10,3,2017-12-27,15
Femenino,Primaria,Matematicas,12.33,70,Si,29,1,Medio,8,88,7,4,2016-10-24,9
Femenino,Secundaria,Ciencias,17.68,82,Si,29,1,Bajo,8,72,3,10,2015-07-12,16
Masculino,Primaria,Artes,17.21,97,Si,22,1,Bajo,10,81,4,1,2017-10-03,7
Masculino,Primaria,Matematicas,10.89,59,No,13,1,Alto,8,81,10,3,2017-11-03,8
Femenino,Secundaria,Ciencias,9.83,69,Si,20,4,Bajo,9,82,1,2,2015-08-23,13
Masculino,Primaria,Ciencias,12.98,78,Si,9,4,Medio,10,83,3,3,2016-05-10,8
Femenino,Secundaria,Ciencias,12.01,67,No,24,3,Medio,6,98,4,1,2017-04-16,14
Masculino,Secundaria,Artes,14.37,72,No,6,5,Medio,10,89,7,7,2016-11-06,13
Masculino,Universitario,Matematicas,16.93,54,No,27,4,Medio,7,74,10,4,2016-09-22,21
Femenino,Primaria,Artes,16.06,91,No,7,4,Bajo,9,71,1,4,2016-09-02,7
Masculino,Secundaria,Matematicas,15.37,67,No,24,5,Medio,9,99,5,7,2017-09-03,14
Masculino,Primaria,Artes,12.94,86,Si,14,2,Medio,6,77,9,9,2015-10-25,6
Masculino,Universitario,Matematicas,9.94,96,No,22,3,Medio,8,97,6,8,2017-01-03,20
Masculino,Primaria,Ciencias,11.58,93,No,29,3,Bajo,7,77,5,1,2017-03-29,10
Femenino,Universitario,Ciencias,13.94,56,No,29,2,Bajo,10,93,7,8,2017-08-23,17
Femenino,Universitario,Matematicas,15.46,70,No,5,1,Bajo,6,83,3,7,2016-08-16,17
Masculino,Primaria,Artes,11.89,95,No,27,3,Alto,5,95,5,1,2015-08-01,7
Femenino,Secundaria,Matematicas,9.17,91,Si,28,3,Bajo,5,91,8,3,2015-07-07,16
Femenino,Universitario,Ciencias,12.21,56,Si,25,5,Medio,8,75,9,6,2015-12-30,19
Femenino,Primaria,Artes,18.9,75,Si,29,4,Bajo,9,78,4,3,2017-01-17,9
Masculino,Universitario,Ciencias,17.48,62,Si,11,4,Bajo,10,89,2,1,2015-01-30,18
Masculino,Secundaria,Ciencias,11.17,83,No,10,3,Alto,6,84,2,7,2016-10-31,14
Femenino,Secundaria,Matematicas,10.23,80,Si,10,3,Bajo,6,87,8,3,2015-03-20,14
Femenino,Secundaria,Ciencias,15.85,72,No,22,3,Medio,9,77,8,9,2015-12-20,13
Femenino,Secundaria,Artes,17.55,80,No,8,4,Bajo,9,79,8,8,2017-04-27,13
Femenino,Primaria,Matematicas,12.3,65,Si,8,5,Alto,7,78,4,8,2015-07-12,6
Masculino,Primaria,Matematicas,18.03,96,No,20,1,Medio,6,91,4,1,2015-03-01,8
Masculino,Universitario,Artes,17.08,65,No,13,1,Bajo,5,96,3,4,2017-08-09,17
Femenino,Universitario,Ciencias,13.8,78,No,22,3,Medio,9,96,8,6,2016-05-08,24
Femenino,Universitario,Matematicas,10.93,67,No,20,3,Bajo,8,89,7,7,2017-08-15,24
Masculino,Universitario,Artes,12.13,55,No,19,2,Alto,9,91,1,4,2015-10-01,17
Masculino,Primaria,Matematicas,13.97,71,No,29,2,Medio,7,79,2,6,2017-12-12,9
Femenino,Secundaria,Artes,18.7,73,Si,22,5,Bajo,7,98,1,8,2017-09-08,15
Masculino,Primaria,Artes,19.86,70,No,28,4,Medio,5,91,7,8,2015-04-07,7
Masculino,Primaria,Matematicas,13.13,93,Si,27,5,Bajo,5,96,7,2,2016-04-15,9
Femenino,Secundaria,Matematicas,16.48,92,Si,24,3,Bajo,7,81,5,3,2015-06-09,14
Femenino,Secundaria,Ciencias,11.07,70,No,20,4,Alto,10,75,9,7,2015-04-05,13
Femenino,Secundaria,Matematicas,16.19,87,No,20,3,Alto,10,99,1,6,2016-01-14,16
Masculino,Secundaria,Artes,11.09,51,Si,9,2,Medio,10,78,6,9,2015-02-21,16
Femenino,Primaria,Matematicas,19.08,96,No,25,5,Alto,8,98,10,7,2015-05-30,8
Masculino,Primaria,Matematicas,13.97,95,No,12,3,Bajo,5,74,7,8,2015-02-14,6
Masculino,Primaria,Matematicas,16.28,69,Si,10,1,Bajo,9,82,10,6,2015-03-17,11
Masculino,Primaria,Matematicas,12.39,83,Si,16,3,Medio,8,90,2,5,2017-09-07,10
Masculino,Universitario,Artes,17.26,68,No,8,5,Medio,10,85,1,2,2016-10-11,21
Femenino,Primaria,Ciencias,10.02,51,Si,13,5,Bajo,5,99,2,1,2017-06-20,10
Femenino,Primaria,Ciencias,13.01,57,Si,25,1,Bajo,10,72,9,6,2016-08-18,10
Masculino,Secundaria,Ciencias,13.24,94,Si,5,4,Medio,5,85,1,1,2016-09-08,13
Femenino,Primaria,Matematicas,12.06,50,Si,28,4,Bajo,5,96,8,9,2015-05-30,6
Masculino,Primaria,Artes,13.81,72,Si,15,3,Alto,10,76,10,3,2016-04-20,10
Masculino,Primaria,Ciencias,10.47,51,No,20,5,Alto,7,90,6,7,2017-01-27,9
Masculino,Secundaria,Artes,17.61,98,No,25,5,Bajo,10,85,5,6,2015-08-03,15
Femenino,Universitario,Artes,8.99,77,Si,28,2,Bajo,7,96,9,10,2017-02-20,19
Masculino,Universitario,Matematicas,13.04,70,Si,9,5,Bajo,8,81,5,1,2015-11-23,24
Masculino,Universitario,Artes,14.1,58,No,16,4,Bajo,10,89,2,4,2016-10-04,17
Femenino,Universitario,Matematicas,8.35,95,Si,21,1,Bajo,8,86,1,1,2017-07-28,22
Masculino,Universitario,Artes,19.25,62,No,28,3,Bajo,10,90,2,8,2015-10-18,23
Femenino,Universitario,Matematicas,17.13,94,Si,27,4,Alto,5,87,7,9,2016-02-02,20
Femenino,Universitario,Matematicas,9.67,97,Si,28,2,Alto,10,87,8,5,2017-11-05,23
Masculino,Universitario,Ciencias,8.06,78,No,19,1,Bajo,8,92,4,7,2015-06-19,23
Masculino,Primaria,Artes,13.71,70,No,29,4,Medio,8,71,10,2,2017-07-11,11
Masculino,Secundaria,Ciencias,8.05,88,Si,28,4,Medio,10,72,8,7,2017-07-29,13
Masculino,Primaria,Ciencias,17.08,68,No,21,5,Alto,7,97,2,7,2015-08-01,11
Masculino,Secundaria,Matematicas,19.33,84,No,13,5,Bajo,9,86,10,9,2015-12-08,14
Masculino,Primaria,Matematicas,16.66,68,No,17,3,Medio,6,74,3,7,2015-05-24,10
Femenino,Primaria,Artes,16.67,71,Si,12,2,Medio,9,89,7,3,2017-10-20,10
Femenino,Universitario,Artes,8.84,55,Si,10,4,Bajo,8,73,10,3,2017-01-01,22
Masculino,Universitario,Ciencias,11.36,61,Si,11,5,Alto,7,72,6,2,2015-01-21,17
Masculino,Secundaria,Artes,15.78,85,Si,5,5,Alto,10,77,3,9,2016-10-12,12
Masculino,Universitario,Matematicas,9.05,68,No,9,2,Bajo,5,71,4,8,2017-05-20,22
Masculino,Secundaria,Ciencias,15.14,66,No,18,5,Medio,9,88,3,3,2015-02-22,15
Masculino,Universitario,Ciencias,19.41,85,Si,5,2,Alto,8,91,3,1,2017-11-24,19
Femenino,Primaria,Matematicas,19.08,62,Si,12,5,Medio,9,72,7,10,2015-06-26,8
Femenino,Primaria,Artes,14.38,86,Si,8,1,Alto,7,84,6,2,2017-11-16,6
Femenino,Universitario,Ciencias,11.97,93,Si,27,2,Medio,8,76,1,4,2016-11-19,22
Femenino,Universitario,Matematicas,12.1,53,No,11,1,Bajo,9,91,9,8,2016-12-21,20
Masculino,Primaria,Artes,19.37,70,Si,28,2,Alto,8,79,5,1,2017-02-12,6
Masculino,Secundaria,Ciencias,12.52,53,No,10,2,Alto,8,72,4,8,2015-04-10,15
Masculino,Universitario,Matematicas,13.77,88,No,25,1,Alto,5,79,9,7,2017-11-29,17
Masculino,Primaria,Ciencias,18.15,91,Si,5,3,Bajo,9,96,7,9,2015-10-14,7
Masculino,Primaria,Ciencias,19.04,71,Si,29,4,Bajo,6,90,10,6,2016-07-13,9
Femenino,Primaria,Artes,10.47,78,Si,10,4,Bajo,5,87,10,9,2016-12-02,7
Masculino,Universitario,Ciencias,12.81,95,Si,13,4,Medio,9,72,2,5,2016-12-30,24
Femenino,Primaria,Ciencias,11.17,59,No,10,2,Alto,5,83,8,2,2015-03-31,11
Masculino,Secundaria,Matematicas,13.07,92,Si,27,3,Alto,8,73,6,8,2016-04-25,16
Femenino,Primaria,Artes,19.83,86,Si,18,1,Bajo,6,96,4,1,2016-02-02,11
Masculino,Primaria,Ciencias,18.98,73,Si,10,4,Medio,5,91,5,5,2017-03-14,9
Femenino,Secundaria,Ciencias,18.16,88,Si,5,2,Alto,8,99,9,9,2016-08-07,13
Femenino,Secundaria,Matematicas,18.55,58,Si,11,4,Alto,6,81,1,9,2016-07-12,12
Femenino,Primaria,Ciencias,12.85,60,No,17,3,Alto,7,92,6,9,2016-10-29,7
Femenino,Primaria,Matematicas,14.88,70,No,26,3,Alto,7,78,6,2,2017-04-26,7
Femenino,Secundaria,Ciencias,9.27,66,Si,7,1,Bajo,10,92,9,10,2015-12-08,14
Femenino,Primaria,Ciencias,16.63,85,No,16,5,Bajo,6,70,5,3,2016-07-19,8
Femenino,Primaria,Artes,17.64,68,No,27,3,Alto,7,94,5,7,2017-01-24,10
Masculino,Universitario,Ciencias,11.44,54,No,18,4,Bajo,6,81,7,9,2015-02-15,21
Femenino,Universitario,Matematicas,11.27,75,No,16,4,Bajo,9,78,8,6,2015-05-19,21
Masculino,Secundaria,Matematicas,13.28,51,No,15,3,Bajo,6,84,8,6,2015-08-19,12
Femenino,Secundaria,Artes,16.03,67,No,24,3,Alto,9,93,10,5,2016-02-21,12
Masculino,Primaria,Ciencias,19.24,75,Si,23,5,Bajo,6,87,1,4,2016-01-10,11
Masculino,Universitario,Matematicas,18.26,56,No,10,4,Medio,10,88,1,5,2015-03-13,23
Masculino,Universitario,Artes,16.92,78,No,26,1,Medio,9,93,3,6,2015-03-25,22
Masculino,Universitario,Ciencias,16.21,98,Si,11,3,Medio,10,78,3,1,2017-05-24,18
Femenino,Primaria,Ciencias,13.48,92,No,22,5,Medio,9,99,8,4,2015-08-22,8
Masculino,Secundaria,Artes,17.8,60,Si,12,1,Medio,6,74,1,7,2017-10-06,15
Femenino,Universitario,Artes,10.73,70,No,7,1,Medio,9,76,5,2,2016-07-07,23
Femenino,Secundaria,Matematicas,12.72,99,No,16,2,Bajo,8,91,8,10,2017-10-03,12
Masculino,Universitario,Artes,15.16,94,No,11,4,Bajo,6,90,1,4,2015-08-31,22
Masculino,Primaria,Matematicas,13.3,68,No,28,5,Alto,5,82,8,9,2017-07-26,6
Femenino,Primaria,Matematicas,18.66,75,Si,14,3,Alto,10,75,4,6,2017-12-21,6
Femenino,Secundaria,Artes,8.7,76,No,28,4,Bajo,9,78,7,10,2017-05-08,12
Masculino,Universitario,Ciencias,17.31,61,No,7,1,Bajo,5,80,2,2,2015-05-23,17
Masculino,Secundaria,Matematicas,19.31,59,No,21,3,Alto,5,87,4,7,2016-04-30,16
Masculino,Universitario,Artes,13.56,67,Si,10,4,Alto,5,72,8,6,2016-01-07,20
Masculino,Universitario,Matematicas,12.73,75,Si,14,2,Medio,6,88,9,7,2015-04-16,20
Masculino,Secundaria,Matematicas,11.43,73,No,18,3,Medio,5,83,2,9,2015-10-03,13
Femenino,Universitario,Ciencias,13.16,94,Si,21,5,Bajo,7,98,5,9,2015-06-23,24
Femenino,Universitario,Ciencias,8.6,64,Si,10,5,Bajo,6,88,6,8,2017-05-20,19
Masculino,Universitario,Artes,19.47,67,No,26,3,Medio,10,91,8,6,2016-09-14,23
Masculino,Primaria,Ciencias,17.9,81,No,25,3,Bajo,5,99,7,5,2017-02-25,6
Masculino,Primaria,Ciencias,11.25,81,Si,13,3,Bajo,8,74,5,5,2015-08-22,7
Femenino,Universitario,Matematicas,16.72,61,Si,5,5,Medio,5,88,2,4,2017-05-13,19
Femenino,Secundaria,Matematicas,16.13,72,No,24,5,Medio,7,91,1,5,2016-11-03,12
Femenino,Universitario,Matematicas,13.96,99,No,12,1,Bajo,8,88,6,7,2016-12-17,19
Femenino,Secundaria,Ciencias,8.14,80,Si,16,5,Bajo,10,99,3,6,2017-09-23,16
Femenino,Universitario,Matematicas,12.38,65,No,6,1,Medio,8,77,6,8,2015-10-17,20
Femenino,Secundaria,Matematicas,16.43,98,No,16,1,Medio,6,78,4,9,2015-08-04,12
Masculino,Universitario,Matematicas,11.87,70,No,15,2,Medio,10,87,1,10,2017-04-01,21
Femenino,Universitario,Matematicas,17.62,59,Si,17,3,Bajo,8,87,1,8,2015-10-05,17
Femenino,Secundaria,Matematicas,8.37,87,Si,6,2,Medio,10,95,6,6,2016-04-15,15
Femenino,Primaria,Artes,8.16,73,No,9,1,Medio,7,97,6,4,2016-08-11,11
Femenino,Primaria,Ciencias,12.85,93,No,10,4,Medio,7,74,7,1,2016-07-09,6
Masculino,Primaria,Ciencias,8.38,87,Si,9,4,Bajo,10,71,10,9,2015-03-21,6
Masculino,Primaria,Matematicas,14.21,82,Si,12,1,Medio,6,88,4,2,2016-08-12,7
Masculino,Primaria,Ciencias,10.89,73,Si,27,3,Medio,5,77,8,3,2015-07-15,6
Masculino,Secundaria,Ciencias,10.34,82,No,11,1,Medio,10,99,9,2,2015-05-17,15
Masculino,Universitario,Artes,8.98,82,No,11,1,Alto,8,90,6,1,2016-11-24,23
Masculino,Primaria,Matematicas,15.75,83,Si,18,5,Bajo,9,94,6,9,2016-04-10,9
Femenino,Universitario,Ciencias,10.7,78,No,29,5,Alto,9,73,7,4,2017-02-07,17
Femenino,Universitario,Artes,15.8,78,No,26,2,Alto,5,95,8,7,2016-07-30,20
Masculino,Secundaria,Matematicas,13.56,97,No,25,4,Medio,8,84,9,5,2015-03-28,15
Masculino,Primaria,Ciencias,19.55,76,No,12,2,Bajo,8,74,8,7,2017-08-16,10
Femenino,Secundaria,Matematicas,14.41,86,No,26,3,Bajo,9,94,8,9,2015-03-05,14
Masculino,Universitario,Artes,9.38,86,Si,9,1,Medio,10,72,3,8,2016-03-28,20
Femenino,Universitario,Matematicas,13.32,66,No,15,4,Bajo,6,80,5,8,2016-05-18,19
Masculino,Primaria,Matematicas,19.69,67,Si,22,1,Medio,8,75,9,8,2015-03-02,8
Masculino,Primaria,Ciencias,10.78,65,No,25,5,Bajo,6,95,3,2,2016-09-14,9
Masculino,Secundaria,Ciencias,14.47,87,No,13,2,Bajo,10,90,4,6,2015-07-13,16
Femenino,Primaria,Ciencias,14.94,59,No,23,1,Bajo,6,79,5,1,2017-12-03,11
Masculino,Universitario,Ciencias,16.87,53,No,7,2,Medio,6,89,3,5,2015-08-25,24
Masculino,Universitario,Artes,8.19,99,No,19,5,Bajo,10,79,10,3,2017-04-20,24
Masculino,Secundaria,Ciencias,9.2,82,No,5,3,Alto,6,81,10,2,2017-02-20,15
Masculino,Universitario,Matematicas,18.46,66,Si,12,5,Bajo,6,80,5,4,2017-09-11,18
Femenino,Universitario,Matematicas,13.82,99,No,22,1,Bajo,10,72,1,6,2017-04-14,24
Femenino,Primaria,Matematicas,14.58,96,Si,14,3,Alto,9,81,3,9,2015-04-24,8
Femenino,Primaria,Artes,9.24,77,No,9,5,Medio,5,75,8,9,2015-12-02,9
Femenino,Universitario,Ciencias,18.66,62,No,13,4,Alto,7,94,4,9,2015-07-25,22
Masculino,Primaria,Artes,9.83,61,Si,7,3,Alto,9,95,8,9,2015-07-10,11
Masculino,Secundaria,Artes,20.0,94,No,12,1,Bajo,7,85,9,2,2016-05-08,13
Femenino,Primaria,Artes,13.36,82,No,23,1,Alto,8,91,9,10,2016-02-06,6
Masculino,Universitario,Artes,8.49,98,Si,20,4,Medio,5,75,5,9,2016-07-31,17
Masculino,Secundaria,Ciencias,16.47,62,No,18,5,Alto,5,70,5,2,2017-04-02,16
Femenino,Secundaria,Ciencias,18.92,81,Si,8,5,Medio,7,72,10,3,2016-08-14,12
Femenino,Secundaria,Matematicas,19.38,62,Si,17,4,Bajo,6,92,7,7,2017-09-15,14
Masculino,Universitario,Artes,10.7,95,No,16,2,Alto,9,80,4,7,2015-06-05,24
Masculino,Primaria,Matematicas,16.41,62,Si,22,3,Medio,5,99,6,7,2016-01-08,7
Masculino,Secundaria,Ciencias,11.01,61,Si,5,2,Alto,9,92,4,7,2017-08-21,14
Masculino,Primaria,Artes,17.57,69,Si,16,4,Medio,7,84,2,9,2017-04-06,11
Masculino,Secundaria,Artes,12.03,55,Si,15,3,Alto,6,96,3,10,2015-05-13,16
Femenino,Secundaria,Matematicas,10.43,88,Si,17,4,Medio,5,90,1,10,2017-08-06,12
Masculino,Universitario,Matematicas,8.49,99,Si,28,5,Alto,7,72,1,7,2016-12-06,24
Femenino,Primaria,Ciencias,8.72,50,Si,9,4,Medio,7,73,8,4,2017-12-25,6
Masculino,Universitario,Ciencias,14.41,69,Si,28,3,Alto,7,83,8,5,2016-12-16,17
Masculino,Primaria,Ciencias,14.6,85,Si,18,3,Alto,9,76,10,9,2016-10-05,10
Femenino,Primaria,Ciencias,14.94,98,No,11,4,Medio,9,85,7,6,2017-10-31,6
Femenino,Secundaria,Matematicas,18.1,57,Si,9,4,Medio,6,91,10,5,2017-08-15,14
Femenino,Universitario,Matematicas,11.5,85,No,19,4,Medio,5,75,2,5,2015-05-18,23
Femenino,Secundaria,Matematicas,17.95,71,No,17,2,Medio,8,98,6,10,2016-10-29,14
Masculino,Primaria,Matematicas,8.31,99,Si,14,1,Medio,9,96,3,8,2017-12-29,10
Femenino,Secundaria,Ciencias,14.46,66,No,29,4,Alto,8,98,5,4,2017-02-23,14
Femenino,Secundaria,Ciencias,8.71,51,No,14,4,Alto,10,74,4,9,2017-06-04,13
Femenino,Primaria,Artes,17.11,81,Si,14,3,Medio,6,70,3,10,2016-05-13,7
Femenino,Universitario,Matematicas,14.63,89,No,26,5,Alto,8,81,1,8,2016-10-10,18
Masculino,Primaria,Ciencias,18.31,55,No,5,5,Bajo,10,72,2,9,2015-08-15,10
Masculino,Secundaria,Artes,14.08,67,Si,7,2,Bajo,9,78,5,6,2015-12-22,15
Masculino,Primaria,Matematicas,16.21,76,No,11,5,Alto,6,80,8,2,2015-09-03,7
Femenino,Primaria,Matematicas,18.06,66,No,14,1,Bajo,6,88,6,9,2015-07-04,9
Femenino,Primaria,Ciencias,16.37,68,Si,13,3,Alto,10,99,3,6,2015-06-16,10
Femenino,Universitario,Ciencias,13.88,71,No,18,4,Bajo,5,87,2,3,2017-02-10,17
Masculino,Primaria,Ciencias,18.4,58,Si,17,1,Medio,5,84,8,10,2015-11-07,11
Femenino,Secundaria,Matematicas,16.68,95,Si,10,3,Medio,10,98,2,5,2015-09-01,12
Masculino,Primaria,Ciencias,19.9,60,Si,23,1,Bajo,8,92,10,3,2015-07-10,6
Femenino,Primaria,Ciencias,18.05,75,Si,25,3,Bajo,9,93,3,3,2016-02-15,10
Femenino,Secundaria,Artes,9.81,95,Si,28,3,Bajo,8,82,1,5,2017-07-29,16
Femenino,Primaria,Ciencias,18.99,52,Si,27,5,Bajo,7,89,2,10,2017-09-07,9
Masculino,Primaria,Artes,19.64,82,Si,18,1,Bajo,5,73,10,6,2017-06-15,8
Masculino,Primaria,Matematicas,9.74,54,Si,28,4,Bajo,10,73,9,4,2015-11-18,9
Femenino,Secundaria,Ciencias,11.43,99,Si,18,3,Alto,8,87,10,3,2016-04-21,15
Masculino,Secundaria,Matematicas,11.27,99,Si,23,1,Bajo,9,96,3,7,2017-09-10,16
Femenino,Universitario,Artes,19.39,92,No,22,5,Medio,8,78,2,10,2016-02-06,17
Femenino,Primaria,Matematicas,19.17,74,No,29,2,Medio,7,72,1,4,2016-08-29,8
Masculino,Primaria,Ciencias,16.32,84,Si,21,5,Medio,7,88,8,6,2017-10-05,10
Femenino,Primaria,Ciencias,14.24,54,Si,9,2,Medio,10,86,6,1,2016-09-06,6
Femenino,Universitario,Matematicas,9.44,78,No,10,4,Bajo,9,77,4,6,2017-08-28,22
Masculino,Secundaria,Matematicas,14.42,96,Si,19,1,Alto,6,89,4,5,2016-09-03,13
