Marca,Producto,Tipo,Pulgadas,Procesador,RAM(GB),GPU,SistemaOperativo,Peso(kg),Precio(S/),Resolucion,TipoPantalla,PantallaTactil,Proc_freq(GHz),Almacenamiento_1(GB),Almacenamiento_1_tipo,Almacenamiento_2(GB),Almacenamiento_2_tipo,Marca_procesador,Marca_GPU
Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.36,6589.44,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Asus,ROG G701VI,Gaming,17.3,Intel Core i7 6820HK ,32,Nvidia GeForce GTX 1080,Windows 10,3.8,11643.84,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,,Intel,Nvidia
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Linux,2.4,2949.44,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.2,6031.58,1920x1080,,0.0,1.6,256.0,SSD,0.0,,Intel,Intel
MSI,GL62M 7REX,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,4957.89,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.86,1517.98,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Toshiba,Tecra A50-D-11M,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,4426.24,1920x1080,IPSPanel,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,8,AMD Radeon 530,Windows 10,2.2,3823.04,1920x1080,,0.0,1.8,256.0,SSD,0.0,,Intel,AMD
Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U ,16,AMD Radeon 530,Windows 10,2.2,4721.6,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ ,8,Nvidia GeForce GTX 960,Windows 10,3.31,4975.36,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070,Windows 10,4.42,13093.06,3840x2160,IPSPanel,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude E7470,Notebook,14.0,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,1.56,5112.64,1920x1080,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
Lenovo,Ideapad 320-15IAP,Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,2.2,1743.04,1366x768,,0.0,1.1,500.0,HDD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,2.2,2225.6,1920x1080,,0.0,2.3,500.0,HDD,0.0,,Intel,Intel
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,Intel Core i3 6006U ,6,AMD Radeon R5 M430,Windows 10,2.04,2242.24,1920x1080,,0.0,2.0,1000.0,HDD,0.0,,Intel,AMD
MSI,GP72VR Leopard,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1060,Windows 10,2.7,6184.96,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,Intel Core i3 6100U ,4,Intel HD Graphics 520,Windows 10,2.1,2071.68,1366x768,,0.0,2.1,128.0,SSD,0.0,,Intel,Intel
Dell,Latitude 3580,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.06,3972.8,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Intel Core i7 7500U ,8,AMD Radeon 530,Windows 10,2.1,3099.2,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,AMD
Toshiba,Tecra Z50-D-10E,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.0,5233.28,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire 3,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Linux,2.1,1713.92,1366x768,,0.0,2.0,128.0,SSD,0.0,,Intel,Intel
Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7600U ,8,Intel Iris Plus Graphics 640,Windows 10 S,1.252,7770.26,2256x1504,,1.0,2.8,256.0,SSD,0.0,,Intel,Intel
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R5 M430,Windows 10,1.9,3402.67,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,AMD
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.3,4301.44,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD E-Series E2-9000 ,4,AMD Radeon R2 Graphics,Windows 10,2.2,1451.84,1366x768,,0.0,2.2,128.0,SSD,0.0,,AMD,AMD
HP,Pavilion X360,2 in 1 Convertible,14.0,Intel Core i3 7100U ,4,Nvidia GeForce 940MX,Windows 10,1.63,2907.84,1920x1080,IPSPanel,1.0,2.4,128.0,SSD,0.0,,Intel,Nvidia
MSI,GP62 7RDX,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1050,Windows 10,2.4,5383.04,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,Zenbook 3,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.1,4721.6,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,Chromebook X360,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 ,8,Intel HD Graphics 500,Chrome OS,1.4,2059.2,1366x768,,1.0,1.1,64.0,FlashStorage,0.0,,Intel,Intel
LG,Gram 15Z975,Ultrabook,15.6,Intel Core i7 8550U ,8,Intel HD Graphics 620,Windows 10,1.09,9563.84,1920x1080,IPSPanel,0.0,1.8,512.0,SSD,0.0,,Intel,Intel
Acer,Aspire VX5-591G,Gaming,15.6,Intel Core i5 7300HQ ,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,5403.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
MSI,GV62M 7RD,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,4151.26,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.86,1743.04,1366x768,,0.0,1.1,128.0,SSD,0.0,,Intel,Intel
Dell,Alienware 15,Gaming,15.6,Intel Core i5 7300HQ ,16,Nvidia GeForce GTX 1060,Windows 10,3.21,8532.16,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,17-bs000nv I3,Notebook,17.3,Intel Core i3 6006U ,4,AMD Radeon R5 520,Windows 10,2.5,2907.84,1920x1080,IPSPanel,0.0,2.0,256.0,SSD,0.0,,Intel,AMD
Lenovo,Yoga 730,2 in 1 Convertible,13.3,Intel Core i7 8550U ,8,Intel UHD Graphics 620,Windows 10,1.19,6235.84,1920x1080,IPSPanel,1.0,1.8,512.0,SSD,0.0,,Intel,Intel
Dell,Alienware 15,Gaming,15.6,Intel Core i7 7820HK ,16,Nvidia GeForce GTX 1070,Windows 10,3.49,11705.2,1920x1080,,0.0,2.9,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,250 G6,Notebook,15.6,Intel Core i5 7200U ,4,AMD Radeon 520,Windows 10,1.86,2548.46,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,AMD
Dell,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U ,4,AMD Radeon R5 M430,Windows 10,2.2,2269.99,1366x768,,0.0,2.0,1000.0,HDD,0.0,,Intel,AMD
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,AMD A10-Series 9600P ,6,AMD Radeon R7 M440,Windows 10,2.65,2367.04,1920x1080,IPSPanel,0.0,2.4,2000.0,HDD,0.0,,AMD,AMD
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core 3855U ,4,Intel HD Graphics 510,Windows 10,2.1,1322.88,1366x768,,0.0,1.6,500.0,HDD,0.0,,Intel,Intel
Acer,Chromebook 14,Notebook,14.0,Intel Celeron Dual Core 3855U ,4,Intel HD Graphics 510,Chrome OS,1.45,1560.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,,Intel,Intel
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,1.7,2907.84,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,ZBook 17,Workstation,17.3,Intel Core i7 7700HQ ,8,Nvidia Quadro M1200,Windows 10,3.14,7937.24,1920x1080,,0.0,2.8,500.0,HDD,0.0,,Intel,Nvidia
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.42,10774.4,2560x1440,,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Toshiba,Satellite Pro,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.5,4047.68,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Acer,TravelMate B117-M,Netbook,11.6,Intel Celeron Dual Core N3050 ,4,Intel HD Graphics,Windows 10,1.4,1119.04,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,,Intel,Intel
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,1.38,7275.84,1920x1080,,1.0,2.7,512.0,SSD,0.0,,Intel,Intel
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Intel Core M M3-6Y30 ,4,Intel HD Graphics 515,Chrome OS,1.2,2783.04,1920x1080,,1.0,0.9,64.0,FlashStorage,0.0,,Intel,Intel
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Intel Core i7 6500U ,16,Intel HD Graphics 520,Windows 10,1.36,7808.32,1920x1080,,1.0,2.5,512.0,SSD,0.0,,Intel,Intel
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,Intel Core i7 7500U ,4,AMD Radeon 530,Windows 10,2.1,2866.24,1920x1080,IPSPanel,0.0,2.7,500.0,HDD,0.0,,Intel,AMD
Dell,Inspiron 5577,Gaming,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.56,3407.04,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD A9-Series 9420 ,4,AMD Radeon 530,Windows 10,2.2,1659.84,1920x1080,,0.0,2.9,256.0,SSD,0.0,,AMD,AMD
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P ,8,AMD Radeon R7,Windows 10,2.2,1784.64,1366x768,,0.0,3.6,1000.0,HDD,0.0,,AMD,AMD
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.1,2585.23,1920x1080,,0.0,2.5,1000.0,HDD,1000.0,HDD,Intel,Intel
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,No OS,1.9,1872.0,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,2.18,3307.2,1920x1080,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Acer,Spin 5,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.6,4155.84,1920x1080,IPSPanel,1.0,1.6,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad P51s,Workstation,15.6,Intel Core i7 6500U ,16,Nvidia Quadro M520M,Windows 7,2.18,7716.8,1920x1080,,0.0,2.5,512.0,SSD,0.0,,Intel,Nvidia
Lenovo,Thinkpad T460p,Notebook,14.0,Intel Core i5 6300HQ ,8,Intel HD Graphics 520,Windows 10,1.8,4954.56,1920x1080,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,AMD A10-Series 9620P ,6,AMD Radeon 530,Windows 10,2.71,2724.84,1920x1080,IPSPanel,0.0,2.5,2000.0,HDD,0.0,,AMD,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,5195.84,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ ,8,Nvidia GeForce 930MX,Linux,1.64,4530.24,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U ,8,Intel HD Graphics 620,Linux,1.98,3020.16,1920x1080,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Asus,VivoBook E403NA,Notebook,14.0,Intel Celeron Dual Core N3350 ,4,Intel HD Graphics 500,Windows 10,1.5,1239.68,1920x1080,,0.0,1.1,32.0,FlashStorage,0.0,,Intel,Intel
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,16,Intel HD Graphics 620,Windows 10,1.93,5934.91,1920x1080,,0.0,2.6,512.0,SSD,0.0,,Intel,Intel
Lenovo,Thinkpad E470,Notebook,14.0,Intel Core i5 7200U ,8,Nvidia GeForce 920MX,Windows 10,1.87,3565.41,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Nvidia
Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U ,8,Intel HD Graphics 620,Windows 10,1.9,4904.64,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,Intel
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,AMD A6-Series 7310 ,4,AMD Radeon R4,Windows 10,2.19,1239.68,1366x768,,0.0,2.0,500.0,HDD,0.0,,AMD,AMD
Mediacom,Smartbook 142,Notebook,14.0,Intel Atom Z8350 ,4,Intel HD Graphics 400,Windows 10,1.4,1102.4,1920x1200,IPSPanel,0.0,1.92,32.0,HDD,0.0,,Intel,Intel
HP,ProBook 470,Notebook,17.3,Intel Core i7 7500U ,8,Nvidia GeForce 930MX,Windows 10,2.63,4992.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel Core i7 6500U ,8,Intel HD Graphics 520,Windows 10,1.17,7016.42,2560x1440,IPSPanel,0.0,2.5,512.0,SSD,0.0,,Intel,Intel
HP,Pavilion X360,2 in 1 Convertible,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.58,3480.26,1366x768,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.32,6235.84,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ ,32,Nvidia GeForce GTX 1070,Windows 10,4.36,15223.1,3840x2160,,0.0,2.8,1000.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GL72M 7REX,Gaming,17.3,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,5609.68,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,No OS,1.9,2037.98,1366x768,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U ,8,AMD Radeon 530,Windows 10,2.2,2991.04,1920x1080,,0.0,1.6,128.0,SSD,1000.0,HDD,Intel,AMD
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel Core i3 7100U ,4,Intel HD Graphics 620,Windows 10,1.71,2699.84,1920x1080,,1.0,2.4,1000.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U ,8,AMD Radeon R7 M445,Linux,2.32,2452.4,1366x768,,0.0,2.5,1000.0,HDD,0.0,,Intel,AMD
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD A9-Series 9420 ,4,AMD Radeon 520,Windows 10,2.1,2034.24,1920x1080,,0.0,3.0,1000.0,HDD,0.0,,AMD,AMD
Acer,Predator 17,Gaming,17.3,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,4.2,8049.6,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U ,12,Intel HD Graphics 620,Windows 10,2.25,2699.84,1366x768,,0.0,2.5,1000.0,HDD,0.0,,Intel,Intel
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,AMD A9-Series A9-9420 ,6,AMD Radeon 520,Windows 10,2.1,2704.0,1920x1080,,0.0,3.0,128.0,SSD,1000.0,HDD,AMD,AMD
Acer,Extensa EX2540-58KR,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.4,2325.44,1366x768,,0.0,2.5,500.0,HDD,0.0,,Intel,Intel
Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.44,3993.6,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i7 7500U ,4,Intel HD Graphics 620,Windows 10,1.85,3240.64,1920x1080,,0.0,2.7,1000.0,HDD,0.0,,Intel,Intel
HP,ZBook 15,Workstation,15.6,Intel Core i7 7700HQ ,16,Nvidia Quadro M2200,Windows 10,2.6,10063.04,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Nvidia
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i5 8250U ,8,Intel UHD Graphics 620,Windows 10,1.55,2741.44,1920x1080,,1.0,1.6,1000.0,HDD,0.0,,Intel,Intel
MSI,GS63VR 7RF,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1060,Windows 10,1.8,8713.04,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire ES1-572,Notebook,15.6,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,2.4,1708.93,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 7560,Notebook,15.6,Intel Core i7 7500U ,8,Nvidia GeForce 940MX,Windows 10,2.0,5021.12,1920x1080,,0.0,2.7,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,2.0,2766.4,1366x768,,0.0,2.0,256.0,SSD,0.0,,Intel,Intel
Toshiba,Tecra X40-D-10G,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.25,6385.6,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,Flex 5,2 in 1 Convertible,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.7,4155.84,1920x1080,,1.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,Thinkpad P51s,Workstation,15.6,Intel Core i7 7600U ,16,Nvidia Quadro M520M,Windows 10,2.5,13723.84,3840x2160,IPSPanel,0.0,2.8,1000.0,SSD,0.0,,Intel,Nvidia
Acer,Chromebook 14,Notebook,14.0,Intel Celeron Dual Core N3060 ,2,Intel HD Graphics 400,Chrome OS,1.68,1372.8,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,,Intel,Intel
Samsung,Notebook 9,Ultrabook,13.3,Intel Core i7 7500U ,16,Intel HD Graphics 620,Windows 10,0.81,6859.84,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
HP,250 G6,Notebook,15.6,Intel Core i3 6006U ,8,Intel HD Graphics 520,Windows 10,1.86,2242.24,1920x1080,,0.0,2.0,256.0,SSD,0.0,,Intel,Intel
Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.6,4687.11,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
HP,Zbook 17,Workstation,17.3,Intel Xeon E3-1535M v5 ,16,Nvidia Quadro M2000M,Windows 7,3.0,18258.24,1920x1080,IPSPanel,0.0,2.9,256.0,SSD,0.0,,Intel,Nvidia
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Intel Celeron Dual Core N3060 ,4,Intel HD Graphics 400,Windows 10,1.4,1976.0,1366x768,,1.0,1.6,128.0,SSD,0.0,,Intel,Intel
HP,EliteBook 850,Notebook,15.6,Intel Core i5 6300U ,8,Intel HD Graphics 520,Windows 10,1.84,7904.0,1920x1080,,0.0,2.4,256.0,SSD,0.0,,Intel,Intel
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,Intel Core i5 6300HQ ,4,Nvidia GeForce GTX 950M,No OS,2.45,2408.64,1366x768,,0.0,2.3,1000.0,HDD,0.0,,Intel,Nvidia
Lenovo,Thinkpad T460,Ultrabook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.7,4559.36,1920x1080,,0.0,2.3,180.0,SSD,0.0,,Intel,Intel
Asus,Pro P2540UA-XO0192R,Notebook,15.6,Intel Core i7 7500U ,4,Intel HD Graphics 620,Windows 10,2.37,3535.58,1366x768,,0.0,2.7,256.0,SSD,0.0,,Intel,Intel
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i5 6260U ,8,Intel HD Graphics 540,Windows 10,1.3,4987.84,3200x1800,IPSPanel,1.0,1.8,256.0,SSD,0.0,,Intel,Intel
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.2,4571.84,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,ZBook 15,Workstation,15.6,Intel Core i7 6700HQ ,8,Nvidia Quadro M1000M,Windows 7,2.59,6493.76,1920x1080,,0.0,2.6,256.0,SSD,0.0,,Intel,Nvidia
Dell,Alienware 17,Gaming,15.6,Intel Core i7 7700HQ ,16,Nvidia GeForce GTX 1070,Windows 10,4.42,11935.0,3840x2160,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire 3,Notebook,15.6,Intel Core i5 7200U ,4,Intel HD Graphics 620,Windows 10,2.1,2491.84,1366x768,,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.5,4359.68,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude 7280,Ultrabook,12.5,Intel Core i7 7600U ,16,Intel HD Graphics 620,Windows 10,1.18,7733.44,1920x1080,,0.0,2.8,256.0,SSD,0.0,,Intel,Intel
Google,Pixelbook (Core,Ultrabook,12.3,Intel Core i5 7Y57 ,8,Intel HD Graphics 615,Chrome OS,1.1,6485.44,2400x1600,,1.0,1.2,256.0,SSD,0.0,,Intel,Intel
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Intel Core i5 7200U ,8,Intel HD Graphics 620,Windows 10,1.2,4696.64,3200x1800,IPSPanel,0.0,2.5,256.0,SSD,0.0,,Intel,Intel
Dell,Latitude 3380,Notebook,13.3,Intel Core i3 6006U ,4,Intel HD Graphics 520,Windows 10,1.65,3531.84,1366x768,,0.0,2.0,500.0,HDD,0.0,,Intel,Intel
Acer,TravelMate P238-M,Notebook,13.3,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.6,2724.8,1366x768,,0.0,2.3,128.0,SSD,0.0,,Intel,Intel
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Intel Pentium Quad Core N4200 ,4,Nvidia GeForce 920MX,Windows 10,2.8,1956.61,1366x768,,0.0,1.1,1000.0,HDD,0.0,,Intel,Nvidia
Dell,Inspiron 7559,Gaming,15.6,Intel Core i7 6700HQ ,16,Nvidia GeForce GTX 960M,Windows 10,2.72,4571.84,3840x2160,IPSPanel,1.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Samsung,Notebook 9,Ultrabook,13.3,Intel Core i7 7500U ,8,Intel HD Graphics 620,Windows 10,1.31,6651.84,1920x1080,,1.0,2.7,256.0,SSD,0.0,,Intel,Intel
Acer,Aspire A315-31,Notebook,15.6,Intel Pentium Quad Core N4200 ,4,Intel HD Graphics 505,Linux,2.1,1239.68,1366x768,,0.0,1.1,1000.0,HDD,0.0,,Intel,Intel
Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U ,16,AMD Radeon R7 M445,Windows 10,2.3,4914.08,1920x1080,,0.0,2.7,256.0,SSD,0.0,,Intel,AMD
Samsung,Notebook 9,2 in 1 Convertible,15.0,Intel Core i7 7500U ,16,AMD Radeon 540,Windows 10,1.71,7483.84,1920x1080,,1.0,2.7,256.0,SSD,0.0,,Intel,AMD
Toshiba,Tecra A40-C-1E5,Notebook,14.0,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.75,4243.2,1366x768,IPSPanel,0.0,2.3,128.0,SSD,0.0,,Intel,Intel
Dell,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ ,8,Nvidia GeForce GTX 1050,Windows 10,2.62,4571.84,1920x1080,,0.0,2.8,1000.0,HDD,0.0,,Intel,Nvidia
HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U ,4,Intel HD Graphics 520,Windows 10,1.26,5175.04,1366x768,,0.0,2.3,256.0,SSD,0.0,,Intel,Intel
